"","SERIALNO","TRIWALES","POINT","ADDRESS","SOCDONE","INTDATE","STRTIME","FINTIME","INTLEN","INTLEN1","SINTLEN","WTFACTOR","POSTCODE","UACODE","UANAME","CONCODE","CONNAME","WARDCODE","WARDNAME","WELSHSPK","POPDEN","WREADPAP","WHPAPER1","WWHPAPF1","WWHPAPF2","WHPAPER2","WHPAPER3","WHTVFW01","WHTVFW02","WHTVFW03","WHTVFW04","WHTVFW05","WHTVFW06","WHTVFW07","WHTVFW08","WHTVFW09","WHTVFW10","WHTVFW11","BBC1WALE","BBC1OTHR","BBC2","HTVWALES","ITVOTHER","CHANNEL4","S4C","CHANNEL5","SKYNEWS","OTHCHANL","TVNEVER","TVRGNEWS","ELREGON","ELREGW2","POLLINGE","REGISTSR","REFSTUD","PTYTHNK","PTYCLS","IDSTRNG","PARTYID","VOTED","VOTECOD1","VOTECOD2","VOTECOD3","VOTECOD4","VOTECOD5","WHENDECD","VOTE","YVOTCLS","PTYPREF","OTHSPEC8","SCWBRGE","VOTESWC","VOTESWL","DFWNSCW","DFWNGE","COALITIN","COALITW","VOTESYST","CONFEEL","LABFEEL","LDFEEL","PCFEEL","MORGANFM","NATCAPAB","SNHSIESW","SNHSWHSW","EDSTIESW","EDSTWHSW","SLIVIESW","SLIVWHSW","TAXSPEND","BPRIORF1","BPRIORF2","ECPOLICY","EUROREF","GOVTWORK","LOSETCH","VOTEINTR","LOSTCHAM","COOPPAAS","COOPHOC","IMPGSCTP","IMPGWEAS","UKINTNAT","NATINNAT","SRSOCCL1","SRSOCCL2","SRSOCCL","NATCLASS","NATID","IDENT1","IDENT2","IDENT3","FLAGUJ","FLAGNAT","WALEPARL","WALEPAR2","WCONRFVW","WLABRFVW","WLDRFVW","WPCRFVW","VOTESYSW","WALSHIND","INDEPENT","DOESINFL","OUGHINFL","INFL10YR","OUDEFOOD","OUDEBUGR","OUDEBENF","LEAVEUK2","VOICEUK3","SAYINGV3","IMPRVED3","WNANHS","WNAECON2","PREAM","RTXSPD","NLBTXSPD","SWLTXSPD","PCTXSPD","CONTXSPD","LDTXSPD","SCDONE","WLLIVLAN","WELSHDIF","RWELSHSP","RSEX","RAGE","RAGECAT","RSEXAGE","NATIONU1","NATIONU2","NATIONU3","NATIONU4","NATIONU5","NATIONU6","NATIONU7","NATIONU8","NATIONU9","BNATIONU","BESTNATU","RACEORI2","RELIGION","RELIGSUM","FAMRELIG","RLFAMSUM","CHATTEND","RBORN2","RLIVELS2","LIVWASC2","LIVEAREA","TENURE","TENURE2","TENURE5","MARSTAT2","MARSTAT","MARRIED","RECONACT","SECONACT","R2LASTJB","JOB","MAKEDO","TRAIN","R2EMPLYE","R2SUPMN2","R2OCSEC2","R2EMPWRK","EMPMAKE","R2JBHRSI","R2JBHRCL","R2PARTFI","R2ECONPS","R2SEGGP2","R2SOCCL2","INFO","SOC","R2SOC","R2SOC2","RINDEXNO","RES2000","RNSSEC","RSECFLAG","RSEG","RSC","RSOCSTAT","SOC2000","XSOC2000","INDEXNO","ES2000","NSSEC","SECFLAG","SEG5","SC","SOC90","SOCSTATU","ASOC90","R2EMPSTA","R2SIC92","R2SICGP","R2MINGRP","R2SMAJGP","R2MAJGRP","R2SEG2","R2SEG","R2SEGGRP","R2SOCCLS","R2RGCLAS","R2GHCLAS","R2GHGRP","OEMPSTAT","P2LASTJB","JOB2","MAKEDO2","TRAIN2","P2EMPLYE","P2SUPMN2","P2OCSEC2","P2EMPWRK","EMPMAKE2","P2JBHRSI","P2JBHRCL","P2PARTFI","P2ECONPS","P2SEGGP2","P2SOCCL2","INFO2","P2SOC","P2SOC2","P2SOC3","PINDEXNO","PES2000","PNSSEC","PSECFLAG","PSEG","PSC","PSOCSTAT","P2EMPSTA","P2SIC92","P2SICGP","P2MINGRP","P2SMAJGP","P2MAJGRP","P2SEG2","P2SEG","P2SEGGRP","P2SOCCLS","P2RGCLAS","P2GHCLAS","P2GHGRP","OEMPSTA2","UNIONSA2","UNIONSA","MAININC","HHINCOME","SCHQUAL","SCHQFW1","SCHQFW2","SCHQFW3","SCHQFW4","EDQUAL1","EDQUAL2","EDQUAL3","EDQUAL4","PSCHQUAL","PSCHQF01","PSCHQF02","PSCHQF03","PSCHQF04","PSCHQF05","PSCHQF06","PSCHQF07","PSCHQF08","PSCHQF09","PSCHQF10","PSCHQF11","PSCHQF12","PSCHQF13","PSCHQF14","PSCHQF15","PSCHQF16","PSCHQF17","PSCHQF18","PSCHQF19","EDQUAL6","EDQUAL10","EDQUAL11","EDQUAL12","EDQUAL13","EDQUAL14","EDQUAL15","EDQUAL16","EDQUAL17","EDQUAL18","EDQUAL19","EDQUAL20","EDQUAL21","EDQUAL22","EDQUAL23","EDQUAL24","EDQUAL25","EDQUAL26","EDQUAL27","HEDQUAL","INTERNT","WWWUSE","VOTE97","REFVOTEW","VOTSW99C","VOTSW99L","PHONE","PHONEBCK","STABLE","DATEINTD","DATEINTM","DATEINTY","SELFCOMP","INTNO","OUTCOME","UNOUT","TNC","LANGINT","DUNO","DUSEL","PERSNO","PERSSEL","CARDNO01","INTERV01","BATCH01","LANGUAGE","FAIRSHAR","RICHLAW","TUNTNEED","PRIVENT","PUBLCOWN","GOVRESP1","NLBINTWC","NLBINTMC","NLBINTEN","NLBINTSW","NLBINTWL","SWLINTWC","SWLINTMC","SWLINTEN","SWLINTSW","SWLINTWL","NATINTWC","NATINTMC","NATINTEN","NATINTSW","NATINTWL","CONINTWC","CONINTMC","CONINTEN","CONINTSW","CONINTWL","LDWINTWC","LDWINTMC","LDWINTEN","LDWINTSW","LDWINTWL","MAIN","SC2","LEFTRIGH","CONSTPRE","TRIIDS"
"924",7401,2,74,1,1,"18072001","14:50:00","15:18:39",28,28,28,0.5564,"NP16","PP","Monmouthshire",554,"MONMOUTH CO CONST & ACONST","PPND","St. Christopher's",1.11029863700046,439.7867297,1,5,0,0,NA,NA,2,3,4,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,1,1,3,NA,3,3,1,NA,NA,NA,NA,NA,3,3,2,NA,"",2,97,NA,4,4,2,2,2,3,3,2,3,2,8,4,2,8,NA,3,1,3,1,2,1,2,3,2,2,2,2,3,3,3,3,2,4,1,3,1,4,2,5,3,3,3,4,5,1,1,1,8,8,2,2,3,3,1,3,4,4,1,1,1,1,3,3,1,1,1,1,2,1,1,1,4,2,3,2,70,7,15,2,1,NA,NA,NA,NA,NA,NA,NA,2,2,9,0,5,3,1,7,3,2,44,44,1,1,1,5,4,3,9,-1,5,"Shop Assistant","Served customers","none",1,3,1,1,"Co-operative Furniture shop",30,4,1,9,3,3,NA,720,720,"7.1.1.1",1487,7,12.1,0,6,3.1,0,"7.1.1.1",7111,1487,7,12.1,0,6,3.1,720,0,NA,9,52,7,72,18,7,9,6,4,3,3,4,2,1,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,-1,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,NA,2,2,2,NA,NA,NA,NA,"","","","",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",7,2,2,3,2,3,3,1,1,2,NA,NA,NA,61,501,51,NA,4,1,1,NA,1,NA,1,501,2217,1,4,3,3,3,2,3,3,2,4,4,8,3,3,3,3,3,8,8,8,8,8,3,3,3,3,3,3,3,3,3,3,1,1,2.66666666666667,2,3
"925",7402,2,74,2,1,"11072001","14:57:29","15:42:40",45,45,45,1.1128,"NP16","PP","Monmouthshire",554,"MONMOUTH CO CONST & ACONST","PPND","St. Christopher's",1.11029863700046,439.7867297,2,-1,-1,-1,NA,NA,1,2,3,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,0,3,3,3,1,NA,NA,NA,NA,NA,4,3,4,NA,"",3,97,NA,3,2,8,8,1,4,2,2,3,3,1,4,4,8,NA,3,4,3,1,2,2,1,2,4,2,3,3,2,3,3,3,4,4,1,3,4,5,17,4,10,2,2,4,3,1,2,2,8,1,2,3,3,1,2,3,2,2,3,1,3,3,8,3,1,4,4,3,4,6,4,1,2,2,2,1,64,6,6,3,1,NA,NA,NA,NA,NA,NA,NA,3,3,9,0,5,3,1,7,2,2,11,6,2,1,2,1,1,1,8,9,-2,"-2,skp,ask partner","-2,skp,ask partner","-2,skp,ask partner",-2,-2,-2,-2,"-2,skp,ask partner",-2,-2,-2,11,-2,-2,NA,-2,-2,"-2,skp,",NA,-2,-2,-2,-2,-2,-2,"1.2.2.1",1221,19112,2,8.1,0,2.1,2,173,0,NA,NA,-2,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,3,"Owned Hotel","Make sure hotel ran smoothly","None",2,NA,NA,1,"Help run the hotel",60,4,1,9,1,2,NA,173,173,"1.2.2.1",19112,2,8.1,0,2.1,2,0,2,55,8,17,2,1,3,2,2,2,2,5,3,4,3,NA,7,97,1,1,2,NA,NA,"","","","",1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",3,1,1,3,1,98,98,1,1,2,NA,NA,NA,61,501,51,NA,2,1,1,NA,2,2,1,501,2296,1,3,4,2,4,2,3,3,2,3,3,4,2,3,4,3,3,3,3,3,3,3,8,8,8,8,8,8,8,8,8,8,1,1,3,2,3
"926",7403,2,74,3,1,"21062001","13:08:24","13:47:11",39,39,39,1.1128,"NP16","PP","Monmouthshire",554,"MONMOUTH CO CONST & ACONST","PPMK","Larkfield",1.11029863700046,439.7867297,1,13,0,0,NA,NA,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,2,NA,2,2,1,NA,NA,NA,NA,NA,1,2,2,NA,"",2,2,2,2,2,1,1,2,5,1,2,4,2,1,1,1,2,1,2,1,3,4,1,2,1,2,4,2,4,3,3,3,3,2,2,4,2,3,4,1,19,17,2,3,1,3,4,5,4,4,1,2,2,3,1,1,1,3,2,3,2,1,3,3,3,3,1,1,6,5,3,11,2,1,1,4,1,1,74,7,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,7,3,7,3,1,2,1,NA,38,1,1,1,1,1,1,9,9,4,"Steel Foreman","Steelmaking, supervise others 200 men","Metallurgist",1,2,2,5,"LLanwern Steelworks",40,4,1,9,4,4,NA,839,839,"8.1.1.7",9472,6,10,0,8,3.2,0,"8.1.1.7",8117,9472,6,10,0,8,3.2,832,0,839,8,27,4,83,19,8,11,8,5,3,4,8,4,2,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,9,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,NA,2,9,1,1,NA,NA,NA,"","","","",1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",2,2,2,2,1,2,2,1,1,2,NA,NA,NA,61,501,51,NA,3,1,1,NA,2,2,1,501,1057,1,3,4,2,2,4,4,2,2,2,2,2,2,2,2,3,2,2,2,3,2,1,3,2,2,3,3,2,2,2,2,2,1,1,3.83333333333333,3,1
"927",7404,2,74,4,1,"02092001","15:21:57","15:49:47",28,28,28,1.1128,"NP16","PP","Monmouthshire",554,"MONMOUTH CO CONST & ACONST","PPNF","St. Mary's",1.11029863700046,439.7867297,1,5,0,0,NA,NA,1,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,2,NA,3,2,1,NA,NA,NA,NA,NA,1,2,2,NA,"",2,2,2,2,2,2,2,2,3,2,2,3,8,2,2,8,3,4,2,3,2,1,3,3,8,2,3,2,3,8,4,3,3,3,1,2,-1,2,2,3,21,4,1,3,1,4,3,4,4,4,2,1,2,3,2,1,2,3,3,3,3,1,1,1,2,2,1,6,6,6,3,6,3,1,4,2,3,1,22,1,1,8,1,NA,NA,NA,NA,NA,NA,NA,8,8,9,0,5,1,3,7,3,2,20,20,11,5,12,6,5,4,3,-1,-1,"WELDER/FABRICATOR","SEMI SKILLED MANUAL/WELD BIG FOLDING MACHINES TOGETHER/LAUNDRY MACHINES AND THIN","NVQ 3",1,3,1,3,"MAKES LAUNDRY, FOLDING MACHINES",40,4,1,1,4,4,NA,537,537,"5.2.1.5",25216,7,13.3,0,9,3.2,1,"5.2.1.5",5215,25216,7,13.3,0,9,3.2,537,1,NA,9,28,4,53,14,5,12,9,5,3,4,9,5,1,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,-1,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,NA,1,9,1,2,NA,NA,NA,"","","","",1,12,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",3,2,2,2,0,0,NA,1,1,1,NA,NA,NA,61,478,51,NA,1,1,1,NA,2,1,1,478,3025,1,3,2,3,2,3,1,2,2,2,3,3,1,3,2,2,2,1,3,2,1,1,3,1,9,3,3,2,2,2,2,2,1,1,2.66666666666667,2,2
"928",7407,2,74,7,1,"18062001","11:58:30","12:53:52",55,55,55,1.6692,"NP16","PP","Monmouthshire",554,"MONMOUTH CO CONST & ACONST","PPNJ","Thornwell",1.11029863700046,439.7867297,1,2,0,0,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,2,NA,2,2,1,NA,NA,NA,NA,NA,1,2,2,NA,"",2,97,NA,4,3,1,2,1,3,3,4,5,3,1,2,4,2,1,2,1,3,1,4,2,2,2,1,1,1,3,2,2,3,3,3,4,1,3,3,3,4,2,21,2,3,4,5,5,4,4,2,1,2,4,2,2,2,2,2,2,3,2,3,3,2,3,1,5,5,4,4,7,3,1,3,2,3,1,41,3,3,1,8,NA,NA,NA,NA,NA,NA,NA,1,1,9,1,3,7,3,5,2,1,NA,38,1,1,1,6,5,4,3,-1,-1,"IT Consultant","Desiign and develop comp*utor systems","Training",2,-3,-3,-3,"Computor Software",35,4,1,3,1,1,NA,214,214,"2.1.3.1",4749,3,3.4,0,5.1,2,1,"2.1.3.1",2131,4749,3,3.4,0,5.1,2,214,1,NA,3,72,11,21,3,2,5,3,1,1,1,1,1,3,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,-1,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,NA,1,97,1,1,2,NA,NA,"","","","",1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",1,1,1,2,2,0,NA,1,1,1,NA,NA,NA,61,501,51,NA,1,1,1,NA,3,2,1,501,1096,1,3,2,4,2,3,3,2,2,2,2,3,2,3,2,2,3,2,2,3,3,1,2,1,3,3,3,2,2,3,3,3,1,1,2.83333333333333,2,2
"929",7409,2,74,9,1,"21062001","09:59:14","10:31:44",32,32,32,1.1128,"NP16","PP","Monmouthshire",554,"MONMOUTH CO CONST & ACONST","PPNJ","Thornwell",1.11029863700046,439.7867297,1,2,0,0,NA,NA,1,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,2,NA,1,2,1,NA,NA,NA,NA,NA,1,2,2,NA,"",2,2,2,2,2,2,2,2,5,2,3,3,8,1,4,2,1,1,1,1,2,2,3,2,1,2,1,2,1,3,2,3,3,3,4,4,2,3,1,1,4,14,8,3,3,5,3,4,3,3,3,2,2,2,2,2,1,2,2,2,1,3,3,3,3,3,1,3,5,5,5,8,1,1,3,5,2,2,28,2,10,1,8,NA,NA,NA,NA,NA,NA,NA,8,8,9,3,1,3,1,4,2,2,22,22,3,2,3,1,1,1,3,3,-1,"Office Manager","Fixing computors and checking paper of staff","Computor training",1,1,1,4,"Retail, Tesco's",15,1,2,2,1,2,NA,139,139,"1.1.5.2",15575,4,5,0,1.2,2,0,"1.1.5.2",1152,15575,4,5,0,1.2,2,139,0,NA,5,52,7,13,1,1,2,1,2,2,2,1,1,7,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,5,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,NA,1,4,1,1,2,NA,NA,"","","","",1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",4,1,1,2,0,2,2,1,1,2,NA,NA,NA,61,501,51,NA,2,1,1,NA,2,1,1,501,1056,1,4,2,4,3,2,2,1,2,2,2,2,1,2,3,1,1,1,1,3,1,1,4,2,1,3,3,1,2,2,2,2,1,1,2.16666666666667,1,1
"930",7410,2,74,10,1,"02082001","18:26:37","18:51:21",25,25,25,1.1128,"NP16","PP","Monmouthshire",554,"MONMOUTH CO CONST & ACONST","PPND","St. Christopher's",1.11029863700046,439.7867297,2,-1,-1,-1,NA,NA,1,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,1,NA,2,1,1,NA,NA,NA,NA,NA,1,1,2,NA,"",2,2,2,8,4,2,8,2,2,3,3,3,8,8,8,NA,8,NA,3,1,3,2,4,2,2,2,1,2,2,8,2,3,8,2,2,4,2,3,3,5,2,1,4,3,3,3,4,8,8,8,8,1,1,1,2,3,2,4,4,4,8,1,1,8,2,2,1,99,99,99,99,99,99,2,1,5,3,1,55,5,5,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,9,0,5,3,1,7,2,2,20,20,2,1,2,3,3,2,3,-1,-1,"Warehouse operative","Freezer Dept. order picking,storing goods as they come, driving reach trucks","none",1,3,1,5,"Supply food to Tescos, brought in daily sorted, picked and sent out daily.",45,4,1,1,5,5,NA,441,441,"9.1.4.9",NA,7,13.4,0,10,4,0,"9.1.4.9",9149,NA,7,13.4,0,10,4,441,0,NA,9,51,7,44,10,4,13,10,6,4,5,10,5,1,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,-1,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,NA,1,9,2,NA,NA,NA,NA,"","","","",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",7,2,2,1,0,0,NA,1,1,2,NA,NA,NA,51,501,51,NA,4,1,1,NA,2,1,NA,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,3,3
"931",7412,2,74,12,1,"19062001","10:07:19","10:47:16",40,40,40,1.1128,"NP16","PP","Monmouthshire",554,"MONMOUTH CO CONST & ACONST","PPNF","St. Mary's",1.11029863700046,439.7867297,1,10,0,0,NA,NA,1,2,3,4,5,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,2,NA,2,2,1,NA,NA,NA,NA,NA,1,2,2,NA,"",2,2,2,5,1,1,2,2,4,2,3,5,8,1,1,1,3,1,3,1,2,3,1,2,1,3,4,2,3,3,3,4,4,3,3,1,-1,1,1,4,2,17,13,1,3,4,5,5,4,4,1,2,2,3,2,2,2,3,2,3,3,3,3,3,2,3,1,6,6,8,9,5,5,1,2,2,3,1,66,7,7,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,9,7,3,9,3,1,3,2,13,13,1,1,1,1,1,1,9,9,2,"Project Manager","Cpntrol project, mechanical/electrical eng","member of professional  inst",1,1,1,5,"car componants",45,4,1,9,1,2,NA,110,110,"1.1.2.1",15656,4,2,0,1.2,2,1,"1.1.2.1",1121,15656,4,2,0,1.2,2,110,1,NA,5,34,4,11,1,1,2,1,2,2,2,1,1,7,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,9,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,NA,2,97,1,3,NA,NA,NA,"","","","",1,17,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",1,1,1,2,1,2,2,1,1,2,NA,NA,NA,61,501,51,NA,2,1,1,NA,2,1,1,501,1098,1,4,2,4,2,2,4,2,2,3,3,4,2,3,4,2,2,2,3,4,1,1,3,2,3,3,2,3,2,2,3,2,1,1,2.66666666666667,2,3
"932",7413,2,74,13,1,"01082001","18:59:34","19:32:13",33,33,33,0.5564,"NP16","PP","Monmouthshire",554,"MONMOUTH CO CONST & ACONST","PPND","St. Christopher's",1.11029863700046,439.7867297,1,5,0,0,NA,NA,2,5,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,2,NA,3,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,2,2,3,2,2,2,1,3,2,3,3,2,2,4,1,3,1,3,1,2,3,2,5,1,3,2,2,2,3,3,3,3,2,2,4,1,3,1,4,24,21,2,2,2,3,4,3,3,3,3,2,1,1,1,3,1,3,3,3,1,1,1,1,3,2,1,6,6,6,6,6,6,1,2,2,3,2,31,2,10,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,9,0,5,0,5,-1,2,2,12,1,9,4,10,6,5,4,3,-1,-1,"Secretary","Telephone, typing,computor input,","Secretary training course",1,3,1,3,"repair pumps, Industrial or sewarg pumps.",40,4,1,1,3,3,NA,459,459,"4.2.1.5",21775,7,7.1,0,6,3.1,0,"4.2.1.5",4215,21775,7,7.1,0,6,3.1,459,0,NA,9,29,4,45,11,4,9,6,4,3,3,3,2,1,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,-1,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,NA,1,7,1,1,2,NA,NA,"","","","",1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",4,2,2,0,0,0,NA,2,NA,2,NA,NA,NA,61,501,51,NA,6,1,1,NA,1,NA,1,501,2018,1,4,2,4,3,3,4,2,2,2,2,2,2,2,3,1,1,2,2,1,1,1,2,2,3,2,1,2,2,2,2,2,1,1,2.66666666666667,3,3
"933",7414,2,74,14,1,"18062001","19:44:41","20:21:58",37,37,37,0.5564,"NP16","PP","Monmouthshire",554,"MONMOUTH CO CONST & ACONST","PPNE","St. Kingsmark",1.11029863700046,439.7867297,2,-1,-1,-1,NA,NA,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,1,2,1,NA,2,1,1,NA,NA,NA,NA,NA,1,1,2,NA,"",2,1,1,3,2,1,1,2,1,4,4,4,3,2,3,4,3,4,4,1,2,3,1,3,2,2,3,3,3,3,3,3,3,2,2,4,1,3,1,4,21,22,2,2,2,4,5,5,4,4,3,1,2,4,2,2,2,3,2,3,3,3,1,3,3,3,1,8,4,4,3,8,2,1,3,4,3,1,25,2,2,1,2,7,NA,NA,NA,NA,NA,NA,1,1,9,3,1,3,1,6,3,2,0,0,9,4,10,6,5,4,3,-1,-1,"Electronic Engineer","Design electronic systems, comsumer electronics","degree",1,3,1,2,"Design intelectual property for comsumer electronics",42,4,1,1,1,1,NA,213,213,"2.1.2.4",7211,7,3.1,0,4,1,0,"2.1.2.4",2124,7211,7,3.1,0,4,1,213,0,NA,9,74,11,21,3,2,6,4,1,1,1,1,1,1,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,-1,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,NA,1,10,1,2,3,NA,NA,"","","","",1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",1,1,1,1,0,0,NA,1,1,1,NA,NA,NA,61,501,51,NA,1,1,1,NA,1,NA,1,501,1097,1,2,4,3,2,3,3,2,3,3,3,3,2,3,3,3,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3.5,2,3
"934",7416,2,74,16,1,"21062001","10:45:39","11:17:56",32,32,32,1.1128,"NP16","PP","Monmouthshire",554,"MONMOUTH CO CONST & ACONST","PPNF","St. Mary's",1.11029863700046,439.7867297,1,10,0,0,NA,NA,2,3,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,1,1,2,NA,3,2,1,NA,NA,NA,NA,NA,1,2,2,NA,"",2,2,2,2,4,1,1,2,4,2,3,3,2,2,2,1,3,1,2,1,3,1,3,2,1,2,4,2,3,2,3,3,3,3,2,1,-1,1,1,4,21,14,2,3,2,5,4,5,4,5,3,2,2,4,2,1,2,5,2,3,2,1,1,3,2,2,1,4,6,6,5,9,1,1,2,2,2,2,47,4,12,1,2,3,NA,NA,NA,NA,NA,NA,1,1,9,3,1,3,1,4,2,2,20,12,2,1,2,1,1,1,3,3,-1,"Senior Lecturer","Leature on dietetics and food science","Degree",1,3,3,4,"University of Wales Institue",37,4,1,1,1,1,NA,230,230,"2.3.1.1",12436,7,3.1,0,4,1,0,"2.3.1.1",2311,12436,7,3.1,0,4,1,230,0,NA,9,80,13,23,5,2,6,4,1,1,1,1,1,1,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,5,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,NA,1,20,1,1,2,3,NA,"","","","",1,18,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",1,1,1,2,0,2,2,1,1,2,NA,NA,NA,61,501,51,NA,2,1,1,NA,2,1,1,501,1055,1,2,2,5,5,1,2,2,2,2,2,3,1,2,2,1,3,2,2,2,1,1,3,2,2,2,3,2,2,2,2,2,1,1,1.83333333333333,1,3
